DataSetName,DataPointSize,AreaLength,SchemeName,PostProcessTime,GridUnitSize,DataTypeSize,SizeD,SizeB,PrivacyBudget,ContributionK,WassersteinDistance1,WassersteinDistance2,KLDivergence
TwoDimZipf,100000,1.0,disk,6732,0.2,25,5,4,0.7,0.0,0.0,0.551671652342163,0.0
TwoDimZipf,100000,1.0,disk,176,0.2,25,5,3,1.4,0.0,0.0,0.23298746439721324,0.0
TwoDimZipf,100000,1.0,disk,76,0.2,25,5,2,2.1,0.0,0.0,0.22934776809552643,0.0
TwoDimZipf,100000,1.0,disk,77,0.2,25,5,1,2.8,0.0,0.0,0.21993720996364058,0.0
TwoDimZipf,100000,1.0,disk,167,0.2,25,5,1,3.5,0.0,0.0,0.22056814320729376,0.0
TwoDimZipf,100000,1.0,mdsw,15,0.2,25,5,1,0.7,-1,0.0,0.5818276644675234,0.0
TwoDimZipf,100000,1.0,mdsw,13,0.2,25,5,0,1.4,-1,0.0,0.4862016871651754,0.0
TwoDimZipf,100000,1.0,mdsw,14,0.2,25,5,0,2.1,-1,0.0,0.36195915682248264,0.0
TwoDimZipf,100000,1.0,mdsw,14,0.2,25,5,0,2.8,-1,0.0,0.29672041505509367,0.0
TwoDimZipf,100000,1.0,mdsw,14,0.2,25,5,0,3.5,-1,0.0,0.2833487867654379,0.0
TwoDimZipf,100000,1.0,hue,235,0.2,25,5,4,0.7,0.0,0.0,0.21700699394210202,0.0
TwoDimZipf,100000,1.0,hue,863,0.2,25,5,3,1.4,0.0,0.0,0.3483200963804197,0.0
TwoDimZipf,100000,1.0,hue,96,0.2,25,5,2,2.1,0.0,0.0,0.3255079295708277,0.0
TwoDimZipf,100000,1.0,hue,194,0.2,25,5,1,2.8,0.0,0.0,0.35706458475834923,0.0
TwoDimZipf,100000,1.0,hue,64,0.2,25,5,1,3.5,0.0,0.0,0.34240845334179626,0.0
TwoDimZipf,100000,1.0,diskNonShrink,2305,0.2,25,5,4,0.7,0.0,0.0,0.4790049005021135,0.0
TwoDimZipf,100000,1.0,diskNonShrink,68,0.2,25,5,3,1.4,0.0,0.0,0.19233075973689623,0.0
TwoDimZipf,100000,1.0,diskNonShrink,1066,0.2,25,5,2,2.1,0.0,0.0,0.38763170667328883,0.0
TwoDimZipf,100000,1.0,diskNonShrink,209,0.2,25,5,1,2.8,0.0,0.0,0.24783562906202322,0.0
TwoDimZipf,100000,1.0,diskNonShrink,160,0.2,25,5,1,3.5,0.0,0.0,0.19761571242847503,0.0
TwoDimZipf,100000,1.0,subsetGeoITwoNorm,47,0.2,25,5,-1,0.5291658132136217,-1,0.0,0.4282043866140686,0.0
TwoDimZipf,100000,1.0,subsetGeoITwoNorm,36,0.2,25,5,-1,0.8846485009498077,-1,0.0,0.2948666155626249,0.0
TwoDimZipf,100000,1.0,subsetGeoITwoNorm,31,0.2,25,5,-1,1.1903668045680855,-1,0.0,0.21347568445182494,0.0
TwoDimZipf,100000,1.0,subsetGeoITwoNorm,27,0.2,25,5,-1,1.199279692755157,-1,0.0,0.2212402123706926,0.0
TwoDimZipf,100000,1.0,subsetGeoITwoNorm,29,0.2,25,5,-1,1.5281289999079308,-1,0.0,0.17434394272494722,0.0
