DataSetName,DataPointSize,AreaLength,SchemeName,PostProcessTime,GridUnitSize,DataTypeSize,SizeD,SizeB,PrivacyBudget,ContributionK,WassersteinDistance1,WassersteinDistance2,KLDivergence
TwoDimZipf,100000,1.0,disk,17957,0.06666666666666667,225,15,1,3.5,0.25,0.0,0.2980574527671281,0.0
TwoDimZipf,100000,1.0,disk,12311,0.06666666666666667,225,15,2,3.5,0.25,0.0,0.22372542374810983,0.0
TwoDimZipf,100000,1.0,disk,21513,0.06666666666666667,225,15,3,3.5,0.25,0.0,0.24723109763627873,0.0
TwoDimZipf,100000,1.0,disk,34085,0.06666666666666667,225,15,4,3.5,0.25,0.0,0.24219979072174275,0.0
TwoDimZipf,100000,1.0,disk,45642,0.06666666666666667,225,15,5,3.5,0.25,0.0,0.26540301325575144,0.0
